,date,comp,round,team,day,venue,result,gf,ga,xg,xga,poss,opponent_gf,opponent_ga,opponent_xg,opponent_xga,opponent_poss,attendance,captain,opponent_captain,home_team_formation,away_team_formation,referee,sh,sot,dist,fk,pk,pkatt,opponent_sh,opponent_sot,opponent_dist,opponent_fk,opponent_pk,opponent_pkatt,season,opponent,team_salary,opponent_team_salary,gf_last_4_games,ga_last_4_games,xga_last_4_games,avg_points_last_4_games,opponent_gf_last_4_games,opponent_ga_last_4_games,opponent_xga_last_4_games,opponent_avg_points_last_4_games,team_overall,team_attack,team_midfield,team_defense,opponent_overall,opponent_attack,opponent_midfield,opponent_defense,sh_last_4_games,sot_last_4_games,dist_last_4_games,fk_last_4_games,pk_last_4_games,pkatt_last_4_games,xg_last_4_games,poss_last_4_games,opponent_sh_last_4_games,opponent_sot_last_4_games,opponent_dist_last_4_games,opponent_fk_last_4_games,opponent_pk_last_4_games,opponent_pkatt_last_4_games,opponent_xg_last_4_games,opponent_poss_last_4_games,datetime,hour
42,20.01.2021,Bundesliga,Matchweek 17,FC Augsburg,Wed,Home,L,0,1,1.2,1.7,37,1,0,1.7,1.2,63,0,Jeffrey Gouweleeuw,Manuel Neuer,03.04.2003,4-2-3-1,Matthias Jöllenbeck,8,0,21.7,1,0,1,12,3,20.8,0,1,1,2021,FC Bayern München,22920000,224300000,0.5,2,1.9,0.75,2.75,1.75,0.9,2.25,74,73,74,74,84,92,85,82,11,2.75,17.25,0.75,0,0,1.2,48.75,17.5,6,18.225,0.25,0.5,0.5,2.4,61.75,20.01.2021 20:30,20
43,23.01.2021,Bundesliga,Matchweek 18,FC Augsburg,Sat,Home,W,2,1,1,1.7,36,1,2,1.7,1,64,0,Jeffrey Gouweleeuw,Christopher Trimmel,03.04.2003,03.04.2003,Felix Brych,8,4,17.2,0,0,0,8,4,17.3,1,0,1,2021,FC Union Berlin,22920000,17300000,0.5,1.75,1.775,0.75,1.25,0.75,1.3,1.75,74,73,74,74,73,75,72,73,9.25,1.75,18.2,1,0,0.25,1.1,46.5,9.25,3,20.05,0.25,0,0,0.9,39.25,23.01.2021 15:30,15
44,06.02.2021,Bundesliga,Matchweek 20,FC Augsburg,Sat,Home,L,0,2,0.6,2.1,46,2,0,2.1,0.6,54,0,Jeffrey Gouweleeuw,Koen Casteels,4-2-3-1,4-2-3-1,Robert Hartmann,9,1,16.9,0,0,0,16,6,15.2,0,0,0,2021,VfL Wolfsburg,22920000,57870000,0.75,1.75,1.6,0.75,2,0.5,1.375,2.5,74,73,74,74,78,78,78,77,7,1.25,17.4,0.25,0,0.25,0.825,39.25,9.5,3.25,15.15,0.25,0,0,1.175,48,06.02.2021 15:30,15
45,21.02.2021,Bundesliga,Matchweek 22,FC Augsburg,Sun,Home,D,1,1,1,0.5,27,1,1,0.5,1,73,0,Jeffrey Gouweleeuw,Charles Aránguiz,4-2-3-1,04.03.2003,Christian Dingert,6,3,17.4,2,0,0,10,3,19.9,0,0,0,2021,Bayer 04 Leverkusen,22920000,56200000,1,2,1.9,0.75,1.75,1.5,1.675,1,74,73,74,74,79,78,78,78,6.5,1.75,17.625,0,0.25,0.25,0.725,38.75,13.25,5.25,18.625,0,0,0,1.875,60.5,21.02.2021 13:30,13
46,12.03.2021,Bundesliga,Matchweek 25,FC Augsburg,Fri,Home,W,3,1,1.4,3.1,36,1,3,3.1,1.4,64,0,Jeffrey Gouweleeuw,Lars Stindl,4-2-3-1,4-2-3-1,Sven Jablonski,10,3,15,0,0,0,25,7,16.6,0,0,1,2021,Borussia Mönchengladbach,22920000,48380000,1,1.25,1.5,1,0.75,1.5,1.125,0.25,74,73,74,74,79,78,79,80,6.5,2.75,18.675,0.5,0.25,0.25,0.95,35,8.75,2.75,18.45,0.5,0.25,0.25,0.85,47.5,12.03.2021 20:30,20
47,03.04.2021,Bundesliga,Matchweek 27,FC Augsburg,Sat,Home,W,2,1,0.6,0.9,31,1,2,0.9,0.6,69,0,Jeffrey Gouweleeuw,Oliver Baumann,4-2-2-2,3-4-1-2,Guido Winkmann,7,2,14.3,0,0,0,15,5,17.3,0,0,0,2021,TSG Hoffenheim,22920000,42870000,1.25,1.25,2.075,1.5,1,1.5,1.725,1,74,73,74,74,76,75,77,76,11.75,4.25,18.5,0.25,0,0,1.05,38,11.75,3.25,18.275,1,0,0,1.225,53.25,03.04.2021 15:30,15
48,17.04.2021,Bundesliga,Matchweek 29,FC Augsburg,Sat,Home,D,0,0,0.7,0.7,51,0,0,0.7,0.7,49,0,Jeffrey Gouweleeuw,Fabian Klos,04.04.2002,04.03.2003,Markus Schmidt,10,3,20.6,0,0,0,9,1,18.7,0,0,0,2021,DSC Arminia Bielefeld,22920000,9590000,1.25,1.25,1.675,1.5,1,0.75,1.725,1.75,74,73,74,74,72,72,72,71,12.25,4,16.825,0.25,0,0,1.075,41.5,10.25,3,17.375,1,0,0,0.95,32.75,17.04.2021 15:30,15
49,23.04.2021,Bundesliga,Matchweek 31,FC Augsburg,Fri,Home,L,2,3,1.9,1.8,53,3,2,1.8,1.9,47,0,Jeffrey Gouweleeuw,Jonas Hector,04.04.2002,4-1-4-1,Martin Petersen,13,4,11.8,1,0,0,15,6,15.7,0,0,0,2021,FC Köln,22920000,29970000,0.5,1,0.95,1,1,2,1.625,0.75,74,73,74,74,74,74,74,72,10.75,3.25,17.8,0.25,0,0.25,1.05,44.5,12.25,2.25,16.125,0,0.25,0.25,1.3,49.25,23.04.2021 20:30,20
50,15.05.2021,Bundesliga,Matchweek 33,FC Augsburg,Sat,Home,W,2,0,1.5,0.9,33,0,2,0.9,1.5,67,0,Jeffrey Gouweleeuw,Niklas Moisander,4-2-3-1,04.03.2003,Robert Schröder,12,4,17.9,0,1,1,15,4,16.7,0,0,0,2021,Werder Bremen,22920000,29900000,0.75,1.75,1.375,0.25,0.5,2,1.85,0.25,74,73,74,74,74,73,74,75,14.5,5,17.325,0.5,0,0.25,1.6,46.75,12.75,3.25,18.775,0.5,0,0,0.825,44.75,15.05.2021 15:30,15
51,14.08.2021,Bundesliga,Matchweek 1,FC Augsburg,Sat,Home,L,0,4,0.6,3.8,46,4,0,3.8,0.6,54,9124,Jeffrey Gouweleeuw,Oliver Baumann,4-2-3-1,4-2-3-1,Felix Brych,7,0,14.5,0,0,0,15,8,17,1,0,0,2022,TSG Hoffenheim,24000000,40270000,0,0,0,0,0,0,0,0,74,73,74,74,77,78,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.08.2021 15:30,15
52,28.08.2021,Bundesliga,Matchweek 3,FC Augsburg,Sat,Home,L,1,4,1.8,2,43,4,1,2,1.8,57,10582,Ohis Felix Uduokhai,Lukáš Hrádecký,4-2-3-1,4-2-3-1,Benjamin Brand,14,4,16.9,0,0,0,14,5,17,0,0,0,2022,Bayer 04 Leverkusen,24000000,47660000,0,2,2.7,0.5,2.5,0.5,1.1,2,74,73,74,74,79,83,79,78,5.5,0,17.4,0,0,0,0.45,42.5,14,4.5,16,0,0,0,1.35,56.5,28.08.2021 15:30,15
53,18.09.2021,Bundesliga,Matchweek 5,FC Augsburg,Sat,Home,W,1,0,0.3,0.6,30,0,1,0.6,0.3,70,12500,Jeffrey Gouweleeuw,Lars Stindl,03.05.2002,4-2-3-1,Florian Badstübner,5,1,18.9,0,0,0,11,0,18.9,2,0,0,2022,Borussia Mönchengladbach,24000000,45180000,0.25,2,2.1,0.5,1.25,2,2.025,1,74,73,74,74,78,78,77,79,9.75,2.5,17.025,0,0,0,0.925,42,14.75,4.5,17.3,0.25,0,0.25,1.875,56,18.09.2021 15:30,15
54,17.10.2021,Bundesliga,Matchweek 8,FC Augsburg,Sun,Home,D,1,1,0.6,0.3,50,1,1,0.3,0.6,50,17500,Jeffrey Gouweleeuw,Manuel Prietl,03.05.2002,4-3-1-2,Robert Schröder,14,6,18,1,0,0,10,2,24,1,0,0,2022,DSC Arminia Bielefeld,24000000,9880000,0.5,1.25,1.925,1,0.25,2,1.775,0.25,74,73,74,74,72,71,72,73,8.5,3,19.35,0,0,0,0.575,35.5,11.75,3.25,17.75,0,0,0,0.95,39.5,17.10.2021 17:30,17
55,31.10.2021,Bundesliga,Matchweek 10,FC Augsburg,Sun,Home,W,4,1,2.1,0.9,33,1,4,0.9,2.1,67,17500,Jeffrey Gouweleeuw,Wataru Endo,04.04.2002,3-1-4-2,Patrick Ittrich,18,10,17.5,0,0,0,13,3,15.9,1,0,0,2022,VfB Stuttgart,24000000,14730000,0.75,2.5,2.525,0.25,1.25,0.75,1.35,1.5,74,73,74,74,74,74,74,74,8.75,3.25,20.025,0.25,0,0,0.625,42,8.75,3.25,19.525,0.25,0,0,0.475,48.5,31.10.2021 15:30,15
56,19.11.2021,Bundesliga,Matchweek 12,FC Augsburg,Fri,Home,W,2,1,0.4,1.2,22,1,2,1.2,0.4,78,26000,Jeffrey Gouweleeuw,Manuel Neuer,04.04.2002,4-2-3-1,Daniel Siebert,5,3,18.3,0,0,0,18,4,17.9,0,0,0,2022,FC Bayern München,24000000,237110000,1.5,1.75,1.35,1,4,1,0.825,3,74,73,74,74,84,92,85,82,12,5.25,19.275,0.5,0,0,1.075,41.75,20.25,8.5,16,0.25,0.25,0.25,3,60.75,19.11.2021 20:30,20
57,04.12.2021,Bundesliga,Matchweek 14,FC Augsburg,Sat,Home,L,2,3,2.9,2.1,52,3,2,2.1,2.9,48,0,André Hahn,Anthony Losilla,04.04.2002,04.03.2003,Deniz Aytekin,15,5,15.7,0,1,1,12,6,19.3,0,0,0,2022,VfL Bochum 1848,24000000,13510000,1.75,1,1.075,1.75,1.25,1,1.6,1.5,74,73,74,74,72,72,71,73,12.75,5.5,19.475,0.5,0,0,1.1,35.25,14.25,5.25,20.9,1,0,0.25,1.4,39.75,04.12.2021 15:30,15
58,15.12.2021,Bundesliga,Matchweek 16,FC Augsburg,Wed,Home,D,1,1,1.2,2.2,32,1,1,2.2,1.2,68,0,André Hahn,Péter Gulácsi,04.04.2002,3-4-1-2,Florian Badstübner,8,0,16.5,0,1,1,12,2,11.1,0,0,0,2022,RB Leipzig,24000000,52400000,1.75,1.25,1.5,1.75,1.5,2,2.025,0.75,74,73,74,74,80,82,81,79,12.5,4.5,18.425,0.5,0.25,0.25,1.325,39.5,12,4,17.625,0.5,0,0.25,1.95,58,15.12.2021 20:30,20
59,16.01.2022,Bundesliga,Matchweek 19,FC Augsburg,Sun,Home,D,1,1,1,2.6,49,1,1,2.6,1,51,0,Jeffrey Gouweleeuw,Sebastian Rode,04.04.2002,03.04.2003,Sven Jablonski,10,4,16.8,0,0,0,14,4,17,2,0,0,2022,Eintracht Frankfurt,24000000,35850000,1,1,1.375,1.25,2.75,1.75,1.575,2.25,74,73,74,74,76,76,77,75,11,2.75,17.425,0.25,0.25,0.25,1.025,40.5,13.75,5,16.175,0.5,0,0,1.775,43.5,16.01.2022 15:30,15
60,05.02.2022,Bundesliga,Matchweek 21,FC Augsburg,Sat,Home,W,2,0,1.8,1.7,47,0,2,1.7,1.8,53,7600,Jeffrey Gouweleeuw,Christopher Trimmel,4-2-2-2,03.05.2002,Harm Osmers,14,7,18.5,0,0,0,14,4,16.3,0,0,0,2022,FC Union Berlin,24000000,19780000,0.75,2.25,1.925,0.5,1.75,1,1.25,2.5,74,73,74,74,73,74,73,74,12,4,17.2,0.25,0,0,1.15,44.25,10.5,4,13.975,0,0.25,0.25,1.475,41,05.02.2022 15:30,15
61,19.02.2022,Bundesliga,Matchweek 23,FC Augsburg,Sat,Home,L,1,2,1.1,2,54,2,1,2,1.1,46,15000,Jeffrey Gouweleeuw,Christian Günter,04.04.2002,4-2-3-1,Daniel Siebert,17,4,19.5,0,0,0,16,5,18.6,3,0,0,2022,SC Freiburg,24000000,11180000,1.5,2.25,2.375,1,1,1.75,1.5,1,74,73,74,74,75,73,74,76,13.25,5.5,16.85,0.25,0,0,1.475,43.25,13,3.75,17.625,1,0,0,1.225,50.5,19.02.2022 15:30,15
62,27.02.2022,Bundesliga,Matchweek 24,FC Augsburg,Sun,Home,D,1,1,0.8,0.6,36,1,1,0.6,0.8,64,15330,Jeffrey Gouweleeuw,Mats Hummels,3-4-1-2,03.05.2002,Deniz Aytekin,8,3,12.3,0,0,0,10,6,19.5,1,0,0,2022,Borussia Dortmund,24000000,90190000,1.5,2.5,2.225,0.75,3.5,1.75,1.45,2.25,74,73,74,74,81,83,81,81,15,5.5,17.525,0.25,0,0,1.5,44.5,10.75,5.75,17.425,0.75,0.25,0.25,2.325,54,27.02.2022 17:30,17
63,03.04.2022,Bundesliga,Matchweek 28,FC Augsburg,Sun,Home,W,3,0,1.6,1.1,39,0,3,1.1,1.6,61,23143,Jeffrey Gouweleeuw,Maximilian Arnold,03.04.2003,03.04.2003,Sascha Stegemann,13,4,16.2,0,0,0,18,5,17.6,0,0,0,2022,VfL Wolfsburg,24000000,61530000,1.25,1.5,1.25,1,1.25,1.75,1.475,1,74,73,74,74,77,77,78,76,10.5,3,16.85,0,0,0,0.85,44,10,3.25,17.45,0.25,0,0,1.075,47,03.04.2022 15:30,15
64,06.04.2022,Bundesliga,Matchweek 26,FC Augsburg,Wed,Home,W,2,1,1.8,1.8,38,1,2,1.8,1.8,62,18122,Jeffrey Gouweleeuw,Moussa Niakhate,03.04.2003,03.05.2002,Matthias Jöllenbeck,10,3,21.9,1,1,1,16,3,18.2,2,0,0,2022,FSV Mainz 05,24000000,17180000,1.75,1,1.025,1.75,1.5,1.25,0.875,1,74,73,74,74,74,74,74,75,9.5,3,16.025,0,0,0,0.975,40.25,14.5,3.75,18.475,1,0.75,0.75,2,49,06.04.2022 18:30,18
65,16.04.2022,Bundesliga,Matchweek 30,FC Augsburg,Sat,Home,L,0,1,1,1.1,59,1,0,1.1,1,41,28533,Jeffrey Gouweleeuw,Dedryck Boyata,04.04.2002,04.04.2002,Marco Fritz,13,2,15.3,2,0,0,13,1,17.8,1,0,0,2022,Hertha BSC,24000000,31800000,1.75,1.25,1.65,1.5,1.25,2,1.475,0.75,74,73,74,74,74,74,75,74,9.75,3,19.375,0.25,0.25,0.25,1.15,36.5,10.75,4,17.525,0,0,0,0.85,40.75,16.04.2022 15:30,15
66,30.04.2022,Bundesliga,Matchweek 32,FC Augsburg,Sat,Home,L,1,4,1.7,2.5,47,4,1,2.5,1.7,53,29511,Jeffrey Gouweleeuw,Jonas Hector,03.04.2003,4-1-3-2,Robert Schröder,12,4,14.2,2,0,0,16,6,14.9,0,1,1,2022,FC Köln,24000000,28560000,1,0.75,1.375,1.5,2.25,1.25,1.075,2.25,74,73,74,74,75,76,75,74,10,2.5,19.025,0.75,0.5,0.5,1.225,42.75,13.75,4.5,16.25,0.5,0,0,1.525,53.5,30.04.2022 15:30,15
67,14.05.2022,Bundesliga,Matchweek 34,FC Augsburg,Sat,Home,W,2,1,1.1,0.5,49,1,2,0.5,1.1,51,27907,Jeffrey Gouweleeuw,Branimir Hrgota,03.04.2003,03.05.2002,Tobias Reichel,7,2,18.3,1,1,1,7,4,19.9,0,0,0,2022,SpVgg Greuther Fürth,24000000,12700000,0.75,2.25,1.975,0.75,0.75,2,1.6,0.5,74,73,74,74,71,70,70,70,10.5,2.75,17.2,1,0.25,0.25,1.225,45.75,7.75,2.25,20.55,0.25,0,0,0.7,45.75,14.05.2022 15:30,15
68,06.08.2022,Bundesliga,Matchweek 1,FC Augsburg,Sat,Home,L,0,4,0.7,1.2,53,4,0,1.2,0.7,47,25310,Jeffrey Gouweleeuw,Christian Günter,3-1-4-2,4-2-3-1,Bastian Dankert,11,2,17.4,1,0,0,18,7,19.2,1,0,0,2023,SC Freiburg,26070000,19590000,0,0,0,0,0,0,0,0,74,73,73,74,76,76,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06.08.2022 15:30,15
69,20.08.2022,Bundesliga,Matchweek 3,FC Augsburg,Sat,Home,L,1,2,0.5,2.1,50,2,1,2.1,0.5,50,23755,Jeffrey Gouweleeuw,Silvan Widmer,03.04.2003,03.05.2002,Sascha Stegemann,7,2,21.9,1,0,0,12,5,19.6,1,0,1,2023,FSV Mainz 05,26070000,21350000,1,2.5,1.85,1.5,1,0.5,0.65,2,74,73,73,74,75,76,75,74,8.5,3,18.2,0.5,0,0,0.55,43.5,12,5.5,17.2,0.5,0,0,1.05,45,20.08.2022 15:30,15
70,04.09.2022,Bundesliga,Matchweek 5,FC Augsburg,Sun,Home,L,0,2,0.4,2.1,48,2,0,2.1,0.4,52,25789,Jeffrey Gouweleeuw,Marvin Plattenhardt,03.05.2002,04.03.2003,Harm Osmers,7,1,21.6,1,0,0,15,6,16.5,0,0,0,2023,Hertha BSC,26070000,33420000,0.75,2,1.925,0.75,0.5,1.5,2,0.25,74,73,73,74,74,74,75,73,8.75,2.25,18.85,0.5,0,0,0.55,46.75,12.25,3.75,19.2,0.25,0,0,0.875,41,04.09.2022 15:30,15
71,17.09.2022,Bundesliga,Matchweek 7,FC Augsburg,Sat,Home,W,1,0,1.7,1.6,24,0,1,1.6,1.7,76,30660,Jeffrey Gouweleeuw,Manuel Neuer,4-2-3-1,4-2-3-1,Marco Fritz,10,4,12.9,0,0,0,19,6,18.8,0,0,0,2023,FC Bayern München,26070000,262470000,0.5,1.25,1.85,0.75,2.75,1,0.675,1.5,74,73,73,74,85,86,85,83,10,2.5,20.775,0.5,0,0,0.625,45,23.5,10.75,17.825,0.75,0.25,0.25,2.35,68.25,17.09.2022 15:30,15
72,08.10.2022,Bundesliga,Matchweek 9,FC Augsburg,Sat,Home,D,1,1,2,1.8,49,1,1,1.8,2,51,26220,Jeffrey Gouweleeuw,Maximilian Arnold,4-1-3-2,04.05.2001,Daniel Siebert,17,5,14.8,0,0,0,11,7,14.9,0,0,0,2023,VfL Wolfsburg,26070000,44540000,1.25,1,1.7,2.25,1.5,2,1.575,1.5,74,73,73,74,76,76,77,76,11,4.25,18.65,0.25,0,0,1.125,37,10,3,16.175,0,0,0,1.075,49.5,08.10.2022 15:30,15
73,22.10.2022,Bundesliga,Matchweek 11,FC Augsburg,Sat,Home,D,3,3,1.6,2.4,33,3,3,2.4,1.6,67,25109,Jeffrey Gouweleeuw,Willi Orban,4-2-2-2,4-2-2-2,Robert Schröder,8,2,18.1,0,1,1,18,7,17.6,2,0,0,2023,RB Leipzig,26070000,93420000,1.75,1.5,1.675,1.75,2,1.5,1.425,1.75,74,73,73,74,81,83,81,79,11,4.25,16.525,0.25,0,0,1.375,38.25,13.5,5,16.275,0.25,0.25,0.5,2.175,62,22.10.2022 15:30,15
74,05.11.2022,Bundesliga,Matchweek 13,FC Augsburg,Sat,Home,L,1,2,1.2,1.2,42,2,1,1.2,1.2,58,30087,Jeffrey Gouweleeuw,Sebastian Rode,4-2-2-2,03.04.2003,Deniz Aytekin,10,4,14.1,0,0,0,12,7,17.6,1,0,0,2023,Eintracht Frankfurt,26070000,33960000,1.75,2.25,2.075,0.5,2.25,1.75,0.65,1.5,74,73,73,74,78,79,77,76,10.25,3.25,17.65,0.25,0.25,0.25,1.25,39,16,5.25,19.475,0.5,0.5,0.5,2.15,50.25,05.11.2022 15:30,15
75,12.11.2022,Bundesliga,Matchweek 15,FC Augsburg,Sat,Home,L,0,1,2.2,1.1,54,1,0,1.1,2.2,46,28011,Jeffrey Gouweleeuw,Anthony Losilla,03.04.2003,04.03.2003,Felix Brych,17,5,17.3,0,0,1,11,4,19.3,0,0,0,2023,VfL Bochum 1848,26070000,15700000,1.75,2.25,1.85,0.5,1,2.25,1.325,1.5,74,73,73,74,73,73,72,73,9,3,17.375,0.25,0.25,0.25,1.1,38.5,9.75,3,17.95,0,0,0,1.05,45.25,12.11.2022 15:30,15
76,25.01.2023,Bundesliga,Matchweek 17,FC Augsburg,Wed,Home,W,1,0,0.9,0.3,44,0,1,0.3,0.9,56,23158,Jeffrey Gouweleeuw,Christoph Kramer,04.04.2002,4-2-3-1,Daniel Schlager,14,4,20.1,2,0,0,7,2,18.4,0,0,0,2023,Borussia Mönchengladbach,26070000,47800000,1.5,2.25,1.6,0.25,2.5,2,2.025,1.5,74,73,73,74,77,80,78,76,12,3.75,17.3,0.25,0,0.25,1.425,42.25,11.75,5.5,18.2,0,0,0,1.2,52.25,25.01.2023 20:30,20
77,03.02.2023,Bundesliga,Matchweek 19,FC Augsburg,Fri,Home,W,1,0,0.9,0.6,41,0,1,0.6,0.9,59,27318,Jeffrey Gouweleeuw,Lukáš Hrádecký,04.04.2002,03.04.2003,Marco Fritz,10,5,19,0,0,0,13,4,22.7,0,0,0,2023,Bayer 04 Leverkusen,26070000,57330000,1.25,2,1.5,0.75,1.75,1,0.725,2.25,74,73,73,74,79,81,78,80,14.75,4,18.125,0.5,0.25,0.5,1.625,46,14,4.5,17.275,0.75,0.25,0.25,1.75,49,03.02.2023 20:30,20
78,17.02.2023,Bundesliga,Matchweek 21,FC Augsburg,Fri,Home,W,1,0,1.6,0.6,46,0,1,0.6,1.6,54,25872,Jeffrey Gouweleeuw,Oliver Baumann,04.04.2002,3-4-1-2,Patrick Ittrich,13,2,17.7,0,0,0,8,2,20.1,1,0,0,2023,TSG Hoffenheim,26070000,37810000,1,1.5,1.25,1.5,1.5,3.5,1.65,0.25,74,73,73,74,76,76,78,76,12.5,3.5,17.75,0.5,0.5,0.5,1.25,47.25,12.5,5,16.45,0.25,0,0,1.35,51,17.02.2023 20:30,20
79,04.03.2023,Bundesliga,Matchweek 23,FC Augsburg,Sat,Home,W,2,1,0.6,2.3,38,1,2,2.3,0.6,62,30660,Jeffrey Gouweleeuw,Marco Friedl,04.04.2002,03.05.2002,Felix Zwayer,9,5,21.6,0,0,0,20,7,17.5,0,0,0,2023,Werder Bremen,26070000,23590000,0.75,1.25,1.05,1.5,1.25,1,1.6,1.5,74,73,73,74,73,76,71,74,10.75,2.5,17.025,0.25,0.25,0.25,1.125,48.25,8,3.25,18.45,1,0,0,0.65,50,04.03.2023 15:30,15
80,18.03.2023,Bundesliga,Matchweek 25,FC Augsburg,Sat,Home,D,1,1,0.3,1.8,43,1,1,1.8,0.3,57,30660,Jeffrey Gouweleeuw,Maya Yoshida,04.04.2002,04.03.2003,Daniel Schlager,9,3,24.1,1,0,0,13,4,14.8,0,1,1,2023,Schalke 04,26070000,35680000,1.5,2,1.475,1.5,1.5,0.75,1.35,2,74,73,73,74,72,73,72,72,10.5,3.25,18.575,0.25,0.25,0.25,1.3,43.75,10,3.75,18.325,0.5,0,0,1,38.75,18.03.2023 15:30,15
81,08.04.2023,Bundesliga,Matchweek 27,FC Augsburg,Sat,Home,L,1,3,0.8,1.7,53,3,1,1.7,0.8,47,30660,Jeffrey Gouweleeuw,Jonas Hector,04.04.2002,4-1-4-1,Robert Schröder,13,1,18.4,0,0,0,11,6,15.5,0,0,0,2023,FC Köln,26070000,21380000,2,2.25,2.5,1.25,0.25,2,1.55,0.5,74,73,73,74,74,71,75,73,8.75,3.75,20.675,0.25,0.25,0.25,1,37,11,4.75,15.6,0.5,0,0,1.05,49.75,08.04.2023 15:30,15
82,21.04.2023,Bundesliga,Matchweek 29,FC Augsburg,Fri,Home,D,1,1,0.7,1.1,38,1,1,1.1,0.7,62,30660,Ohis Felix Uduokhai,Wataru Endo,04.04.2002,03.04.2003,Christian Dingert,4,1,19.1,1,0,0,7,3,14.6,1,0,0,2023,VfB Stuttgart,26070000,16100000,1.5,2.25,2.2,0.5,1.5,2.25,1.675,1,74,73,73,74,74,72,75,75,9.75,2,20.4,0.25,0,0,0.6,42.5,14,5.25,18.9,0.75,0,0,1.575,51.5,21.04.2023 20:30,20
83,06.05.2023,Bundesliga,Matchweek 31,FC Augsburg,Sat,Home,W,1,0,0.9,0.7,38,0,1,0.7,0.9,62,30660,Jeffrey Gouweleeuw,Rani Khedira,03.04.2003,03.05.2002,Florian Badstübner,13,3,21.7,1,0,0,12,5,19,0,0,0,2023,FC Union Berlin,26070000,20430000,1.25,2,1.3,0.5,0.75,0.75,1.475,1.25,74,73,73,74,75,75,74,75,9.75,1.75,19.075,0.25,0,0,0.725,43.5,9.75,1.75,18.425,0.25,0,0,0.95,37.5,06.05.2023 15:30,15
84,21.05.2023,Bundesliga,Matchweek 33,FC Augsburg,Sun,Home,L,0,3,0.2,3.1,36,3,0,3.1,0.2,64,30660,Jeffrey Gouweleeuw,Mats Hummels,04.03.2003,04.05.2001,Tobias Welz,4,1,26.1,1,0,0,28,10,16.9,1,0,0,2023,Borussia Dortmund,26070000,122520000,1.25,1.25,0.9,1.25,4,0.75,1.175,2.5,74,73,73,74,81,82,81,82,10.5,2.25,18.175,0.75,0,0,1.025,40.5,22,8.75,16.975,0.75,0.25,0.5,3.125,58,21.05.2023 17:30,17
85,19.08.2023,Bundesliga,Matchweek 1,FC Augsburg,Sat,Home,D,4,4,2.3,1.7,56,4,4,1.7,2.3,44,30660,Ermedin Demirović,Jonas Omlin,4-2-2-2,4-2-3-1,Daniel Schlager,19,6,19.1,1,1,1,9,4,17,0,1,1,2024,Borussia Mönchengladbach,24360000,51480000,0,0,0,0,0,0,0,0,74,76,74,75,76,75,77,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.08.2023 15:30,15
86,02.09.2023,Bundesliga,Matchweek 3,FC Augsburg,Sat,Home,D,2,2,1.9,1.6,38,2,2,1.6,1.9,62,27424,Ermedin Demirović,Anthony Losilla,4-2-2-2,03.05.2002,Martin Petersen,11,4,13.6,0,0,0,21,8,20.6,2,0,0,2024,VfL Bochum 1848,24360000,18030000,2.5,3.5,2.25,0.5,0.5,3,2.15,0.5,74,76,74,75,73,73,74,72,14.5,4,22.75,0.5,0.5,0.5,1.5,47.5,12,4,14.8,0,0,0,0.9,38,02.09.2023 15:30,15
87,23.09.2023,Bundesliga,Matchweek 5,FC Augsburg,Sat,Home,W,2,1,0.8,0.6,41,1,2,0.6,0.8,59,27310,Ermedin Demirović,Robin Zentner,03.04.2003,03.04.2003,Marco Fritz,5,3,20.8,0,0,0,12,2,18,0,0,0,2024,FSV Mainz 05,24360000,28540000,1.75,3,1.8,0.5,0.75,3,1.825,0.25,74,76,74,75,75,74,75,74,14,4.25,18.9,0.25,0.25,0.25,1.65,44.75,12,3.25,17.475,0.75,0,0.5,1.225,47,23.09.2023 15:30,15
88,07.10.2023,Bundesliga,Matchweek 7,FC Augsburg,Sat,Home,L,1,2,0.9,1.8,48,2,1,1.8,0.9,52,29200,Ermedin Demirović,Fabian Holland,03.04.2003,3-4-1-2,Deniz Aytekin,18,3,19.2,1,0,0,16,4,19.3,0,1,1,2024,Darmstadt 98,24360000,13230000,1,2,1.075,1,2.25,3.25,2.625,1,74,76,74,75,71,70,71,70,11.25,3.75,17.1,0,0,0,1.3,43,9.25,3.25,18.925,0.5,0.25,0.25,1.05,37.5,07.10.2023 15:30,15
89,28.10.2023,Bundesliga,Matchweek 9,FC Augsburg,Sat,Home,W,3,2,1.4,1.4,40,2,3,1.4,1.4,60,28000,Ermedin Demirović,Maximilian Arnold,4-2-3-1,4-2-3-1,Daniel Schlager,8,5,11.4,0,0,0,12,5,20.9,0,1,1,2024,VfL Wolfsburg,24360000,54830000,2,1.75,1.225,1.5,1,1.5,1.9,0.75,74,76,74,75,76,76,77,74,11,3.5,18.575,0.25,0.25,0.25,1.25,44.25,13.5,4.75,18.2,0.75,0,0.25,1.575,43.5,28.10.2023 15:30,15
